TXNID:236842 | STATUS:REJECTED | LATENCY:92ms
TXNID:210074 | STATUS:FAILURE | LATENCY:59ms
TXNID:47145 | STATUS:REJECTED | LATENCY:30ms
TXNID:323337 | STATUS:FAILURE | LATENCY:186ms
TXNID:509547 | STATUS:FAILURE | LATENCY:141ms
TXNID:244262 | STATUS:REJECTED | LATENCY:181ms
TXNID:317799 | STATUS:SUCCESS | LATENCY:78ms
TXNID:151972 | STATUS:FAILURE | LATENCY:180ms
TXNID:463915 | STATUS:REJECTED | LATENCY:189ms
TXNID:250170 | STATUS:PENDING | LATENCY:190ms
TXNID:335520 | STATUS:REJECTED | LATENCY:152ms
TXNID:828586 | STATUS:SUCCESS | LATENCY:186ms
TXNID:908304 | STATUS:FAILURE | LATENCY:147ms
TXNID:835872 | STATUS:FAILURE | LATENCY:135ms
TXNID:566380 | STATUS:FAILURE | LATENCY:150ms
TXNID:970932 | STATUS:REJECTED | LATENCY:159ms
TXNID:14378 | STATUS:REJECTED | LATENCY:139ms
TXNID:770820 | STATUS:PENDING | LATENCY:141ms
TXNID:910591 | STATUS:PENDING | LATENCY:163ms
TXNID:263759 | STATUS:SUCCESS | LATENCY:76ms
TXNID:61439 | STATUS:PENDING | LATENCY:80ms
TXNID:926185 | STATUS:PENDING | LATENCY:65ms
TXNID:619748 | STATUS:SUCCESS | LATENCY:39ms
TXNID:381302 | STATUS:PENDING | LATENCY:154ms
TXNID:733297 | STATUS:PENDING | LATENCY:48ms
TXNID:529141 | STATUS:REJECTED | LATENCY:137ms
TXNID:673073 | STATUS:FAILURE | LATENCY:115ms
TXNID:360302 | STATUS:FAILURE | LATENCY:130ms
TXNID:519183 | STATUS:REJECTED | LATENCY:27ms
TXNID:226556 | STATUS:FAILURE | LATENCY:135ms
TXNID:345757 | STATUS:SUCCESS | LATENCY:67ms
TXNID:139546 | STATUS:REJECTED | LATENCY:67ms
TXNID:382817 | STATUS:PENDING | LATENCY:21ms
TXNID:12308 | STATUS:REJECTED | LATENCY:132ms
TXNID:663683 | STATUS:REJECTED | LATENCY:179ms
TXNID:139909 | STATUS:REJECTED | LATENCY:14ms
TXNID:415045 | STATUS:SUCCESS | LATENCY:147ms
TXNID:151908 | STATUS:REJECTED | LATENCY:141ms
TXNID:206898 | STATUS:SUCCESS | LATENCY:84ms
TXNID:910272 | STATUS:REJECTED | LATENCY:27ms
TXNID:625171 | STATUS:FAILURE | LATENCY:8ms
TXNID:207772 | STATUS:SUCCESS | LATENCY:191ms
TXNID:675777 | STATUS:PENDING | LATENCY:32ms
TXNID:815080 | STATUS:FAILURE | LATENCY:144ms
TXNID:870621 | STATUS:REJECTED | LATENCY:177ms
TXNID:211850 | STATUS:SUCCESS | LATENCY:118ms
TXNID:279437 | STATUS:FAILURE | LATENCY:123ms
TXNID:66164 | STATUS:PENDING | LATENCY:162ms
TXNID:970265 | STATUS:FAILURE | LATENCY:61ms
TXNID:757797 | STATUS:FAILURE | LATENCY:3ms
TXNID:958237 | STATUS:FAILURE | LATENCY:55ms
TXNID:587582 | STATUS:SUCCESS | LATENCY:137ms
TXNID:116237 | STATUS:REJECTED | LATENCY:2ms
TXNID:747040 | STATUS:FAILURE | LATENCY:54ms
TXNID:883506 | STATUS:PENDING | LATENCY:164ms
TXNID:622306 | STATUS:PENDING | LATENCY:39ms
TXNID:123950 | STATUS:REJECTED | LATENCY:188ms
TXNID:808373 | STATUS:REJECTED | LATENCY:196ms
TXNID:414413 | STATUS:REJECTED | LATENCY:89ms
TXNID:612364 | STATUS:FAILURE | LATENCY:112ms
TXNID:818899 | STATUS:PENDING | LATENCY:90ms
TXNID:400076 | STATUS:PENDING | LATENCY:188ms
TXNID:475993 | STATUS:FAILURE | LATENCY:190ms
TXNID:314119 | STATUS:SUCCESS | LATENCY:48ms
TXNID:166207 | STATUS:REJECTED | LATENCY:67ms
TXNID:630564 | STATUS:PENDING | LATENCY:165ms
TXNID:447243 | STATUS:PENDING | LATENCY:89ms
TXNID:742273 | STATUS:PENDING | LATENCY:71ms
TXNID:547160 | STATUS:REJECTED | LATENCY:180ms
TXNID:139977 | STATUS:REJECTED | LATENCY:20ms
TXNID:894522 | STATUS:REJECTED | LATENCY:190ms
TXNID:693782 | STATUS:FAILURE | LATENCY:48ms
TXNID:648215 | STATUS:SUCCESS | LATENCY:29ms
TXNID:779109 | STATUS:REJECTED | LATENCY:176ms
TXNID:147457 | STATUS:PENDING | LATENCY:146ms
TXNID:135620 | STATUS:REJECTED | LATENCY:88ms
TXNID:828229 | STATUS:PENDING | LATENCY:93ms
TXNID:859356 | STATUS:FAILURE | LATENCY:141ms
TXNID:337388 | STATUS:PENDING | LATENCY:155ms
TXNID:28155 | STATUS:FAILURE | LATENCY:70ms
TXNID:901483 | STATUS:FAILURE | LATENCY:4ms
TXNID:236423 | STATUS:SUCCESS | LATENCY:193ms
TXNID:174688 | STATUS:FAILURE | LATENCY:93ms
TXNID:915975 | STATUS:REJECTED | LATENCY:136ms
TXNID:800560 | STATUS:SUCCESS | LATENCY:185ms
TXNID:925135 | STATUS:SUCCESS | LATENCY:102ms
TXNID:775856 | STATUS:PENDING | LATENCY:108ms
TXNID:543077 | STATUS:PENDING | LATENCY:68ms
TXNID:698855 | STATUS:PENDING | LATENCY:87ms
TXNID:266791 | STATUS:SUCCESS | LATENCY:175ms
TXNID:877672 | STATUS:REJECTED | LATENCY:96ms
TXNID:629882 | STATUS:PENDING | LATENCY:173ms
TXNID:915174 | STATUS:PENDING | LATENCY:153ms
TXNID:376240 | STATUS:SUCCESS | LATENCY:123ms
TXNID:54371 | STATUS:REJECTED | LATENCY:139ms
TXNID:640555 | STATUS:PENDING | LATENCY:24ms
TXNID:515377 | STATUS:FAILURE | LATENCY:197ms
TXNID:936950 | STATUS:FAILURE | LATENCY:54ms
TXNID:441553 | STATUS:REJECTED | LATENCY:170ms
TXNID:980814 | STATUS:SUCCESS | LATENCY:62ms
TXNID:218366 | STATUS:PENDING | LATENCY:170ms
TXNID:739889 | STATUS:PENDING | LATENCY:154ms
TXNID:42922 | STATUS:PENDING | LATENCY:156ms
TXNID:386457 | STATUS:PENDING | LATENCY:65ms
TXNID:376574 | STATUS:SUCCESS | LATENCY:97ms
TXNID:610678 | STATUS:PENDING | LATENCY:79ms
TXNID:756011 | STATUS:FAILURE | LATENCY:57ms
TXNID:703461 | STATUS:REJECTED | LATENCY:113ms
TXNID:688944 | STATUS:REJECTED | LATENCY:117ms
TXNID:188262 | STATUS:PENDING | LATENCY:196ms
TXNID:957699 | STATUS:REJECTED | LATENCY:182ms
TXNID:902722 | STATUS:FAILURE | LATENCY:154ms
TXNID:217069 | STATUS:FAILURE | LATENCY:15ms
TXNID:157640 | STATUS:PENDING | LATENCY:61ms
TXNID:598128 | STATUS:PENDING | LATENCY:87ms
TXNID:167681 | STATUS:PENDING | LATENCY:183ms
TXNID:788658 | STATUS:REJECTED | LATENCY:112ms
TXNID:816631 | STATUS:PENDING | LATENCY:28ms
TXNID:349374 | STATUS:FAILURE | LATENCY:185ms
TXNID:450405 | STATUS:SUCCESS | LATENCY:174ms
TXNID:846599 | STATUS:REJECTED | LATENCY:171ms
TXNID:912227 | STATUS:REJECTED | LATENCY:60ms
TXNID:881337 | STATUS:PENDING | LATENCY:99ms
TXNID:972858 | STATUS:SUCCESS | LATENCY:85ms
TXNID:535664 | STATUS:PENDING | LATENCY:94ms
TXNID:423995 | STATUS:SUCCESS | LATENCY:59ms
TXNID:747729 | STATUS:PENDING | LATENCY:186ms
TXNID:240089 | STATUS:REJECTED | LATENCY:54ms
TXNID:755603 | STATUS:FAILURE | LATENCY:143ms
TXNID:366070 | STATUS:PENDING | LATENCY:21ms
TXNID:222418 | STATUS:SUCCESS | LATENCY:47ms
TXNID:49882 | STATUS:SUCCESS | LATENCY:11ms
TXNID:811518 | STATUS:SUCCESS | LATENCY:45ms
TXNID:80031 | STATUS:REJECTED | LATENCY:161ms
TXNID:952945 | STATUS:PENDING | LATENCY:151ms
TXNID:635041 | STATUS:FAILURE | LATENCY:14ms
TXNID:408087 | STATUS:FAILURE | LATENCY:42ms
TXNID:723440 | STATUS:SUCCESS | LATENCY:14ms
TXNID:163358 | STATUS:REJECTED | LATENCY:158ms
TXNID:217162 | STATUS:PENDING | LATENCY:127ms
TXNID:787283 | STATUS:PENDING | LATENCY:35ms
TXNID:377197 | STATUS:PENDING | LATENCY:16ms
TXNID:709877 | STATUS:PENDING | LATENCY:10ms
TXNID:372168 | STATUS:FAILURE | LATENCY:138ms
TXNID:904120 | STATUS:FAILURE | LATENCY:45ms
TXNID:15301 | STATUS:PENDING | LATENCY:158ms
TXNID:363233 | STATUS:SUCCESS | LATENCY:198ms
TXNID:709504 | STATUS:FAILURE | LATENCY:112ms
TXNID:545340 | STATUS:SUCCESS | LATENCY:173ms
TXNID:800810 | STATUS:PENDING | LATENCY:64ms
TXNID:714379 | STATUS:REJECTED | LATENCY:138ms
TXNID:267598 | STATUS:REJECTED | LATENCY:0ms
TXNID:409425 | STATUS:SUCCESS | LATENCY:136ms
TXNID:497855 | STATUS:SUCCESS | LATENCY:46ms
TXNID:375810 | STATUS:SUCCESS | LATENCY:48ms
TXNID:918737 | STATUS:PENDING | LATENCY:120ms
TXNID:857344 | STATUS:SUCCESS | LATENCY:84ms
TXNID:178171 | STATUS:REJECTED | LATENCY:65ms
TXNID:634677 | STATUS:SUCCESS | LATENCY:131ms
TXNID:876720 | STATUS:SUCCESS | LATENCY:47ms
TXNID:803186 | STATUS:SUCCESS | LATENCY:108ms
TXNID:298492 | STATUS:PENDING | LATENCY:167ms
TXNID:744742 | STATUS:PENDING | LATENCY:162ms
TXNID:427201 | STATUS:REJECTED | LATENCY:8ms
TXNID:150817 | STATUS:SUCCESS | LATENCY:45ms
TXNID:832769 | STATUS:SUCCESS | LATENCY:81ms
TXNID:554436 | STATUS:SUCCESS | LATENCY:139ms
TXNID:234726 | STATUS:SUCCESS | LATENCY:48ms
TXNID:959925 | STATUS:PENDING | LATENCY:137ms
TXNID:529209 | STATUS:PENDING | LATENCY:78ms
TXNID:588819 | STATUS:SUCCESS | LATENCY:15ms
TXNID:927887 | STATUS:PENDING | LATENCY:106ms
TXNID:912593 | STATUS:FAILURE | LATENCY:135ms
TXNID:721051 | STATUS:FAILURE | LATENCY:19ms
TXNID:787061 | STATUS:FAILURE | LATENCY:69ms
TXNID:405923 | STATUS:SUCCESS | LATENCY:47ms
TXNID:655988 | STATUS:PENDING | LATENCY:38ms
TXNID:763057 | STATUS:FAILURE | LATENCY:101ms
TXNID:986078 | STATUS:PENDING | LATENCY:29ms
TXNID:409020 | STATUS:REJECTED | LATENCY:78ms
TXNID:781509 | STATUS:SUCCESS | LATENCY:160ms
TXNID:385483 | STATUS:REJECTED | LATENCY:118ms
TXNID:82882 | STATUS:SUCCESS | LATENCY:170ms
TXNID:437365 | STATUS:REJECTED | LATENCY:14ms
TXNID:798133 | STATUS:FAILURE | LATENCY:88ms
TXNID:137123 | STATUS:FAILURE | LATENCY:164ms
TXNID:576142 | STATUS:PENDING | LATENCY:14ms
TXNID:833801 | STATUS:FAILURE | LATENCY:181ms
TXNID:741046 | STATUS:REJECTED | LATENCY:171ms
TXNID:152407 | STATUS:FAILURE | LATENCY:116ms
TXNID:161239 | STATUS:FAILURE | LATENCY:199ms
TXNID:67166 | STATUS:REJECTED | LATENCY:184ms
TXNID:466453 | STATUS:PENDING | LATENCY:126ms
TXNID:196899 | STATUS:SUCCESS | LATENCY:145ms
TXNID:70609 | STATUS:SUCCESS | LATENCY:87ms
TXNID:766696 | STATUS:FAILURE | LATENCY:74ms
TXNID:619683 | STATUS:PENDING | LATENCY:157ms
TXNID:213027 | STATUS:FAILURE | LATENCY:29ms
TXNID:982039 | STATUS:REJECTED | LATENCY:153ms
TXNID:62172 | STATUS:SUCCESS | LATENCY:89ms
TXNID:428599 | STATUS:PENDING | LATENCY:14ms
TXNID:940113 | STATUS:REJECTED | LATENCY:33ms
TXNID:826010 | STATUS:SUCCESS | LATENCY:197ms
TXNID:494011 | STATUS:FAILURE | LATENCY:17ms
TXNID:120959 | STATUS:SUCCESS | LATENCY:63ms
TXNID:5342 | STATUS:FAILURE | LATENCY:30ms
TXNID:277069 | STATUS:PENDING | LATENCY:154ms
TXNID:720641 | STATUS:PENDING | LATENCY:96ms
TXNID:510432 | STATUS:REJECTED | LATENCY:30ms
TXNID:926700 | STATUS:FAILURE | LATENCY:9ms
TXNID:765675 | STATUS:PENDING | LATENCY:134ms
TXNID:517011 | STATUS:PENDING | LATENCY:130ms
TXNID:997048 | STATUS:PENDING | LATENCY:88ms
TXNID:925602 | STATUS:FAILURE | LATENCY:56ms
TXNID:600804 | STATUS:SUCCESS | LATENCY:15ms
TXNID:328421 | STATUS:SUCCESS | LATENCY:158ms
TXNID:811020 | STATUS:SUCCESS | LATENCY:18ms
TXNID:844927 | STATUS:REJECTED | LATENCY:27ms
TXNID:2706 | STATUS:FAILURE | LATENCY:3ms
TXNID:653233 | STATUS:REJECTED | LATENCY:104ms
TXNID:512964 | STATUS:PENDING | LATENCY:134ms
TXNID:892926 | STATUS:SUCCESS | LATENCY:169ms
TXNID:300010 | STATUS:SUCCESS | LATENCY:98ms
TXNID:834927 | STATUS:SUCCESS | LATENCY:172ms
TXNID:149495 | STATUS:PENDING | LATENCY:38ms
TXNID:621946 | STATUS:FAILURE | LATENCY:170ms
TXNID:523514 | STATUS:FAILURE | LATENCY:112ms
TXNID:187001 | STATUS:REJECTED | LATENCY:33ms
TXNID:657964 | STATUS:FAILURE | LATENCY:120ms
TXNID:51546 | STATUS:FAILURE | LATENCY:195ms
TXNID:567353 | STATUS:SUCCESS | LATENCY:23ms
TXNID:480175 | STATUS:PENDING | LATENCY:141ms
TXNID:981478 | STATUS:REJECTED | LATENCY:88ms
TXNID:82828 | STATUS:SUCCESS | LATENCY:173ms
TXNID:626364 | STATUS:REJECTED | LATENCY:133ms
TXNID:111760 | STATUS:SUCCESS | LATENCY:121ms
TXNID:295516 | STATUS:REJECTED | LATENCY:112ms
TXNID:605177 | STATUS:SUCCESS | LATENCY:91ms
TXNID:989842 | STATUS:PENDING | LATENCY:136ms
TXNID:693223 | STATUS:REJECTED | LATENCY:160ms
TXNID:746705 | STATUS:REJECTED | LATENCY:199ms
TXNID:143831 | STATUS:SUCCESS | LATENCY:111ms
TXNID:981728 | STATUS:REJECTED | LATENCY:47ms
TXNID:640854 | STATUS:PENDING | LATENCY:157ms
TXNID:272438 | STATUS:PENDING | LATENCY:133ms
TXNID:860116 | STATUS:FAILURE | LATENCY:195ms
TXNID:900861 | STATUS:SUCCESS | LATENCY:178ms
TXNID:70174 | STATUS:SUCCESS | LATENCY:114ms
TXNID:940349 | STATUS:SUCCESS | LATENCY:78ms
TXNID:666535 | STATUS:PENDING | LATENCY:116ms
TXNID:97777 | STATUS:PENDING | LATENCY:2ms
TXNID:814544 | STATUS:SUCCESS | LATENCY:187ms
TXNID:15720 | STATUS:FAILURE | LATENCY:56ms
TXNID:83016 | STATUS:PENDING | LATENCY:129ms
TXNID:778151 | STATUS:PENDING | LATENCY:106ms
TXNID:777607 | STATUS:PENDING | LATENCY:102ms
TXNID:944481 | STATUS:SUCCESS | LATENCY:107ms
TXNID:99823 | STATUS:PENDING | LATENCY:64ms
TXNID:885600 | STATUS:FAILURE | LATENCY:97ms
TXNID:928433 | STATUS:FAILURE | LATENCY:130ms
TXNID:917933 | STATUS:REJECTED | LATENCY:1ms
TXNID:301370 | STATUS:REJECTED | LATENCY:131ms
TXNID:293328 | STATUS:PENDING | LATENCY:112ms
TXNID:722189 | STATUS:REJECTED | LATENCY:42ms
TXNID:451512 | STATUS:REJECTED | LATENCY:23ms
TXNID:402258 | STATUS:FAILURE | LATENCY:38ms
TXNID:385844 | STATUS:REJECTED | LATENCY:93ms
TXNID:82425 | STATUS:FAILURE | LATENCY:137ms
TXNID:384034 | STATUS:FAILURE | LATENCY:137ms
TXNID:959350 | STATUS:FAILURE | LATENCY:120ms
TXNID:97567 | STATUS:SUCCESS | LATENCY:31ms
TXNID:593318 | STATUS:SUCCESS | LATENCY:194ms
TXNID:184014 | STATUS:SUCCESS | LATENCY:171ms
TXNID:883547 | STATUS:FAILURE | LATENCY:128ms
TXNID:431368 | STATUS:PENDING | LATENCY:159ms
TXNID:663593 | STATUS:PENDING | LATENCY:141ms
TXNID:36307 | STATUS:PENDING | LATENCY:15ms
TXNID:817268 | STATUS:FAILURE | LATENCY:108ms
TXNID:387435 | STATUS:PENDING | LATENCY:82ms
TXNID:896026 | STATUS:PENDING | LATENCY:199ms
TXNID:544910 | STATUS:FAILURE | LATENCY:170ms
TXNID:473772 | STATUS:SUCCESS | LATENCY:54ms
TXNID:265073 | STATUS:FAILURE | LATENCY:119ms
TXNID:392588 | STATUS:PENDING | LATENCY:72ms
TXNID:979464 | STATUS:FAILURE | LATENCY:25ms
TXNID:872373 | STATUS:REJECTED | LATENCY:35ms
TXNID:383656 | STATUS:PENDING | LATENCY:172ms
TXNID:278311 | STATUS:PENDING | LATENCY:150ms
TXNID:341833 | STATUS:FAILURE | LATENCY:87ms
TXNID:285957 | STATUS:PENDING | LATENCY:104ms
TXNID:913593 | STATUS:FAILURE | LATENCY:18ms
TXNID:867069 | STATUS:SUCCESS | LATENCY:28ms
TXNID:541334 | STATUS:REJECTED | LATENCY:162ms
TXNID:157552 | STATUS:PENDING | LATENCY:174ms
TXNID:943825 | STATUS:FAILURE | LATENCY:184ms
TXNID:478224 | STATUS:SUCCESS | LATENCY:82ms
TXNID:780235 | STATUS:PENDING | LATENCY:69ms
TXNID:471248 | STATUS:SUCCESS | LATENCY:91ms
TXNID:626119 | STATUS:FAILURE | LATENCY:80ms
TXNID:361659 | STATUS:FAILURE | LATENCY:80ms
TXNID:204802 | STATUS:SUCCESS | LATENCY:63ms
TXNID:975614 | STATUS:FAILURE | LATENCY:92ms
TXNID:416782 | STATUS:PENDING | LATENCY:72ms
TXNID:37189 | STATUS:REJECTED | LATENCY:45ms
TXNID:85089 | STATUS:PENDING | LATENCY:54ms
TXNID:655874 | STATUS:REJECTED | LATENCY:58ms
TXNID:57743 | STATUS:REJECTED | LATENCY:92ms
TXNID:399122 | STATUS:REJECTED | LATENCY:92ms
TXNID:97168 | STATUS:FAILURE | LATENCY:76ms
TXNID:537695 | STATUS:FAILURE | LATENCY:47ms
TXNID:385004 | STATUS:REJECTED | LATENCY:123ms
TXNID:83496 | STATUS:PENDING | LATENCY:18ms
TXNID:209788 | STATUS:REJECTED | LATENCY:160ms
TXNID:649836 | STATUS:REJECTED | LATENCY:167ms
TXNID:209528 | STATUS:REJECTED | LATENCY:74ms
TXNID:460751 | STATUS:FAILURE | LATENCY:83ms
TXNID:134422 | STATUS:REJECTED | LATENCY:195ms
TXNID:781098 | STATUS:REJECTED | LATENCY:12ms
TXNID:780432 | STATUS:SUCCESS | LATENCY:108ms
TXNID:370861 | STATUS:PENDING | LATENCY:188ms
TXNID:163065 | STATUS:REJECTED | LATENCY:44ms
TXNID:298566 | STATUS:REJECTED | LATENCY:57ms
TXNID:267459 | STATUS:PENDING | LATENCY:139ms
TXNID:797335 | STATUS:REJECTED | LATENCY:140ms
TXNID:806223 | STATUS:SUCCESS | LATENCY:198ms
TXNID:421738 | STATUS:REJECTED | LATENCY:72ms
TXNID:915858 | STATUS:PENDING | LATENCY:155ms
TXNID:847658 | STATUS:FAILURE | LATENCY:142ms
TXNID:245378 | STATUS:FAILURE | LATENCY:70ms
TXNID:704154 | STATUS:FAILURE | LATENCY:146ms
TXNID:505719 | STATUS:FAILURE | LATENCY:67ms
TXNID:453987 | STATUS:FAILURE | LATENCY:131ms
TXNID:780314 | STATUS:REJECTED | LATENCY:44ms
TXNID:761672 | STATUS:FAILURE | LATENCY:163ms
TXNID:403702 | STATUS:FAILURE | LATENCY:57ms
TXNID:339042 | STATUS:FAILURE | LATENCY:180ms
TXNID:635204 | STATUS:SUCCESS | LATENCY:7ms
TXNID:687398 | STATUS:SUCCESS | LATENCY:144ms
TXNID:356182 | STATUS:REJECTED | LATENCY:125ms
TXNID:645843 | STATUS:REJECTED | LATENCY:153ms
TXNID:541260 | STATUS:FAILURE | LATENCY:26ms
TXNID:563896 | STATUS:FAILURE | LATENCY:120ms
TXNID:244966 | STATUS:SUCCESS | LATENCY:34ms
TXNID:274913 | STATUS:FAILURE | LATENCY:125ms
TXNID:838189 | STATUS:SUCCESS | LATENCY:185ms
TXNID:584692 | STATUS:PENDING | LATENCY:3ms
TXNID:646619 | STATUS:PENDING | LATENCY:102ms
TXNID:430756 | STATUS:REJECTED | LATENCY:109ms
TXNID:635473 | STATUS:SUCCESS | LATENCY:191ms
TXNID:36276 | STATUS:SUCCESS | LATENCY:37ms
TXNID:133225 | STATUS:REJECTED | LATENCY:171ms
TXNID:18530 | STATUS:PENDING | LATENCY:134ms
TXNID:355392 | STATUS:FAILURE | LATENCY:116ms
TXNID:274076 | STATUS:FAILURE | LATENCY:187ms
TXNID:24773 | STATUS:SUCCESS | LATENCY:170ms
TXNID:585792 | STATUS:SUCCESS | LATENCY:85ms
TXNID:88337 | STATUS:SUCCESS | LATENCY:43ms
TXNID:10205 | STATUS:SUCCESS | LATENCY:133ms
TXNID:308522 | STATUS:PENDING | LATENCY:163ms
TXNID:42504 | STATUS:PENDING | LATENCY:15ms
TXNID:475824 | STATUS:FAILURE | LATENCY:88ms
TXNID:547844 | STATUS:FAILURE | LATENCY:19ms
TXNID:875355 | STATUS:REJECTED | LATENCY:26ms
TXNID:715366 | STATUS:SUCCESS | LATENCY:58ms
TXNID:183747 | STATUS:REJECTED | LATENCY:181ms
TXNID:338837 | STATUS:PENDING | LATENCY:25ms
TXNID:21223 | STATUS:PENDING | LATENCY:77ms
TXNID:408821 | STATUS:PENDING | LATENCY:146ms
TXNID:804806 | STATUS:FAILURE | LATENCY:108ms
TXNID:111488 | STATUS:FAILURE | LATENCY:8ms
TXNID:30910 | STATUS:SUCCESS | LATENCY:49ms
TXNID:306534 | STATUS:PENDING | LATENCY:108ms
TXNID:14032 | STATUS:PENDING | LATENCY:192ms
TXNID:628970 | STATUS:FAILURE | LATENCY:22ms
TXNID:97895 | STATUS:REJECTED | LATENCY:89ms
TXNID:220811 | STATUS:PENDING | LATENCY:154ms
TXNID:808912 | STATUS:REJECTED | LATENCY:157ms
TXNID:442225 | STATUS:FAILURE | LATENCY:133ms
TXNID:996505 | STATUS:FAILURE | LATENCY:119ms
TXNID:786655 | STATUS:REJECTED | LATENCY:74ms
TXNID:842531 | STATUS:SUCCESS | LATENCY:24ms
TXNID:406367 | STATUS:REJECTED | LATENCY:125ms
TXNID:828269 | STATUS:SUCCESS | LATENCY:189ms
TXNID:174602 | STATUS:FAILURE | LATENCY:12ms
TXNID:992550 | STATUS:REJECTED | LATENCY:35ms
TXNID:278343 | STATUS:FAILURE | LATENCY:93ms
TXNID:797794 | STATUS:REJECTED | LATENCY:2ms
TXNID:122434 | STATUS:REJECTED | LATENCY:78ms
TXNID:253428 | STATUS:SUCCESS | LATENCY:83ms
TXNID:912742 | STATUS:SUCCESS | LATENCY:173ms
TXNID:715694 | STATUS:SUCCESS | LATENCY:176ms
TXNID:719168 | STATUS:FAILURE | LATENCY:59ms
TXNID:864188 | STATUS:FAILURE | LATENCY:46ms
TXNID:626081 | STATUS:SUCCESS | LATENCY:168ms
TXNID:339314 | STATUS:SUCCESS | LATENCY:9ms
TXNID:869502 | STATUS:PENDING | LATENCY:147ms
TXNID:206551 | STATUS:FAILURE | LATENCY:125ms
TXNID:111146 | STATUS:PENDING | LATENCY:141ms
TXNID:676714 | STATUS:FAILURE | LATENCY:167ms
TXNID:573506 | STATUS:SUCCESS | LATENCY:42ms
TXNID:419552 | STATUS:PENDING | LATENCY:32ms
TXNID:660829 | STATUS:PENDING | LATENCY:19ms
TXNID:41241 | STATUS:REJECTED | LATENCY:12ms
TXNID:909612 | STATUS:SUCCESS | LATENCY:194ms
TXNID:697833 | STATUS:REJECTED | LATENCY:151ms
TXNID:499497 | STATUS:REJECTED | LATENCY:47ms
TXNID:455191 | STATUS:FAILURE | LATENCY:81ms
TXNID:703857 | STATUS:REJECTED | LATENCY:11ms
TXNID:163404 | STATUS:FAILURE | LATENCY:176ms
TXNID:527429 | STATUS:PENDING | LATENCY:166ms
TXNID:377782 | STATUS:FAILURE | LATENCY:126ms
TXNID:848170 | STATUS:SUCCESS | LATENCY:127ms
TXNID:895528 | STATUS:PENDING | LATENCY:100ms
TXNID:675316 | STATUS:PENDING | LATENCY:125ms
TXNID:350345 | STATUS:SUCCESS | LATENCY:13ms
TXNID:402551 | STATUS:FAILURE | LATENCY:188ms
TXNID:373271 | STATUS:PENDING | LATENCY:102ms
TXNID:736854 | STATUS:PENDING | LATENCY:76ms
TXNID:197697 | STATUS:PENDING | LATENCY:183ms
TXNID:577377 | STATUS:FAILURE | LATENCY:125ms
TXNID:37588 | STATUS:FAILURE | LATENCY:48ms
TXNID:585541 | STATUS:PENDING | LATENCY:32ms
TXNID:300909 | STATUS:REJECTED | LATENCY:31ms
TXNID:704322 | STATUS:PENDING | LATENCY:94ms
TXNID:524951 | STATUS:SUCCESS | LATENCY:199ms
TXNID:647559 | STATUS:REJECTED | LATENCY:180ms
TXNID:277720 | STATUS:REJECTED | LATENCY:28ms
TXNID:729184 | STATUS:PENDING | LATENCY:93ms
TXNID:821912 | STATUS:FAILURE | LATENCY:146ms
TXNID:406241 | STATUS:PENDING | LATENCY:60ms
TXNID:404407 | STATUS:SUCCESS | LATENCY:57ms
TXNID:744131 | STATUS:PENDING | LATENCY:11ms
TXNID:91495 | STATUS:REJECTED | LATENCY:167ms
TXNID:454715 | STATUS:FAILURE | LATENCY:27ms
TXNID:898230 | STATUS:SUCCESS | LATENCY:108ms
TXNID:720055 | STATUS:FAILURE | LATENCY:194ms
TXNID:730054 | STATUS:PENDING | LATENCY:138ms
TXNID:716644 | STATUS:PENDING | LATENCY:145ms
TXNID:465695 | STATUS:SUCCESS | LATENCY:72ms
TXNID:52027 | STATUS:FAILURE | LATENCY:166ms
TXNID:209497 | STATUS:PENDING | LATENCY:64ms
TXNID:404741 | STATUS:REJECTED | LATENCY:60ms
TXNID:505359 | STATUS:SUCCESS | LATENCY:80ms
TXNID:945881 | STATUS:FAILURE | LATENCY:176ms
TXNID:40497 | STATUS:FAILURE | LATENCY:97ms
TXNID:37374 | STATUS:PENDING | LATENCY:149ms
TXNID:424687 | STATUS:FAILURE | LATENCY:139ms
TXNID:957178 | STATUS:REJECTED | LATENCY:147ms
TXNID:381225 | STATUS:SUCCESS | LATENCY:188ms
TXNID:747526 | STATUS:REJECTED | LATENCY:45ms
TXNID:177838 | STATUS:SUCCESS | LATENCY:188ms
TXNID:205107 | STATUS:PENDING | LATENCY:65ms
TXNID:715365 | STATUS:FAILURE | LATENCY:36ms
TXNID:545062 | STATUS:FAILURE | LATENCY:61ms
TXNID:350881 | STATUS:PENDING | LATENCY:108ms
TXNID:783484 | STATUS:FAILURE | LATENCY:181ms
TXNID:602342 | STATUS:REJECTED | LATENCY:185ms
TXNID:877525 | STATUS:REJECTED | LATENCY:159ms
TXNID:29241 | STATUS:SUCCESS | LATENCY:124ms
TXNID:461451 | STATUS:SUCCESS | LATENCY:46ms
TXNID:664371 | STATUS:REJECTED | LATENCY:166ms
TXNID:533552 | STATUS:SUCCESS | LATENCY:92ms
TXNID:597809 | STATUS:FAILURE | LATENCY:93ms
TXNID:997186 | STATUS:SUCCESS | LATENCY:197ms
TXNID:285611 | STATUS:FAILURE | LATENCY:100ms
TXNID:871167 | STATUS:FAILURE | LATENCY:26ms
TXNID:605612 | STATUS:SUCCESS | LATENCY:195ms
